size,cores,time
5000,21,1.211701
5000,21,1.210059
5000,22,1.147093
5000,22,1.156866
5000,22,1.171299
5000,22,1.156375
5000,22,1.147154
5000,23,1.139909
5000,23,1.127933
5000,23,1.127528
5000,23,1.129043
5000,23,1.127038
5000,24,1.092830
5000,24,1.076722
5000,24,1.088485
5000,24,1.087689
5000,24,1.090689
5000,25,1.041661
5000,25,1.035930
5000,25,1.032545
5000,25,1.052608
5000,25,1.036993
5000,26,1.027478
5000,26,1.070605
5000,26,1.012503
5000,26,1.030330
5000,26,1.011990
5000,27,1.003551
5000,27,1.027402
5000,27,1.004074
5000,27,1.004296
5000,27,0.987819
5000,28,0.956604
5000,28,1.006942
5000,28,0.975556
5000,28,0.971501
5000,28,0.957114
5000,29,0.943904
5000,29,0.952310
5000,29,0.954778
5000,29,0.953399
5000,29,0.955904
5000,30,0.939261
5000,30,0.926433
5000,30,0.930760
5000,30,0.943379
5000,30,0.930243
5000,31,0.910155
5000,31,0.914210
5000,31,0.896940
5000,31,0.955817
5000,31,0.896230
5000,32,0.896131
5000,32,0.898687
5000,32,0.904330
5000,32,0.905312
5000,32,0.905989
5000,33,0.894366
5000,33,0.881833
5000,33,0.886233
5000,33,0.885918
5000,33,0.903394
5000,34,0.847207
5000,34,0.863743
5000,34,0.865043
5000,34,0.869331
5000,34,0.861930
5000,35,0.855558
5000,35,0.853340
5000,35,0.847095
5000,35,0.854673
5000,35,0.861021
5000,36,0.833092
5000,36,0.842977
5000,36,0.836259
5000,36,0.822917
5000,36,0.833651
5000,37,0.821540
5000,37,0.824620
5000,37,0.822522
5000,37,0.834750
5000,37,0.817626
5000,38,0.810967
5000,38,0.838994
5000,38,0.812758
5000,38,0.806326
5000,38,0.807883
5000,39,0.791288
5000,39,0.800679
5000,39,0.809163
5000,39,0.800907
5000,39,0.782825
5000,40,0.768823
5000,40,0.790588
5000,40,0.787575
5000,40,0.778727
5000,40,0.777113
5000,41,0.786306
5000,41,0.784328
5000,41,0.773420
5000,41,0.765092
5000,41,0.779029
5000,42,0.756701
5000,42,0.776492
5000,42,0.780221
5000,42,0.755428
5000,42,0.769364
5000,43,0.769232
5000,43,0.764399
5000,43,0.746687
5000,43,0.745527
5000,43,0.776196
5000,44,0.758932
5000,44,0.731104
5000,44,0.745664
5000,44,0.747936
5000,44,0.737828
5000,45,0.748296
5000,45,0.750021
5000,45,0.726975
5000,45,0.726091
5000,45,0.724050
5000,46,0.734840
5000,46,0.706799
5000,46,0.738331
5000,46,0.737475
5000,46,0.719803
5000,47,0.724354
5000,47,0.723866
5000,47,0.705325
5000,47,0.732141
5000,47,0.710758
5000,48,0.712539
5000,48,0.699404
5000,48,0.748588
5000,48,0.703109
5000,48,0.711655
5000,49,0.722585
5000,49,0.676589
5000,49,0.709816
5000,49,0.707391
5000,49,0.708929
5000,50,0.732929
5000,50,0.708567
5000,50,0.688886
5000,50,0.699634
5000,50,0.693370
5000,51,0.697823
5000,51,0.663306
5000,51,0.685737
5000,51,0.685000
5000,51,0.693546
5000,52,0.701508
5000,52,0.660419
5000,52,0.654973
5000,52,0.709931
5000,52,0.670886
5000,53,0.656213
5000,53,0.728849
5000,53,0.704699
5000,53,0.675064
5000,53,0.670781
5000,54,0.682806
5000,54,0.702533
5000,54,0.687257
5000,54,0.676028
5000,54,0.674683
5000,55,0.663002
5000,55,0.701700
5000,55,0.710033
5000,55,0.657694
5000,55,0.643739
5000,56,0.685346
5000,56,0.630247
5000,56,0.636250
5000,56,0.686579
5000,56,0.626804
5000,57,0.627481
5000,57,0.678490
5000,57,0.620306
5000,57,0.652925
5000,57,0.624475
5000,58,0.649361
5000,58,0.647759
5000,58,0.643244
5000,58,0.648642
5000,58,0.649133
5000,59,0.644212
5000,59,0.645967
5000,59,0.643016
5000,59,0.644954
5000,59,0.642260
5000,60,0.637833
5000,60,0.641837
5000,60,0.635351
5000,60,0.633555
5000,60,0.643783
5000,61,0.630790
5000,61,0.628902
5000,61,0.630097
5000,61,0.629774
5000,61,0.628217
5000,62,0.634444
5000,62,0.626400
5000,62,0.623577
5000,62,0.635076
5000,62,0.630208
5000,63,0.623400
5000,63,0.624206
5000,63,0.625886
5000,63,0.623567
5000,63,0.624785
5000,64,0.621183
5000,64,0.620088
5000,64,0.617802
5000,64,0.619057
5000,64,0.620489
5000,65,0.610873
5000,65,0.605687
5000,65,0.605666
5000,65,0.607882
5000,65,0.606791
5000,66,0.600528
5000,66,0.597967
5000,66,0.602981
5000,66,0.597857
5000,66,0.604352
5000,67,0.599105
5000,67,0.601088
5000,67,0.608119
5000,67,0.602648
5000,67,0.607522
5000,68,0.610198
5000,68,0.610369
5000,68,0.604312
5000,68,0.606146
5000,68,0.602927
5000,69,0.600544
5000,69,0.603009
5000,69,0.603488
5000,69,0.597750
5000,69,0.599446
5000,70,0.596611
5000,70,0.606903
5000,70,0.593074
5000,70,0.598310
5000,70,0.599196
5000,71,0.585588
5000,71,0.588866
5000,71,0.590920
5000,71,0.595271
5000,71,0.593720
5000,72,0.586137
5000,72,0.583447
5000,72,0.581300
5000,72,0.587276
5000,72,0.587548
5000,73,0.581547
5000,73,0.582364
5000,73,0.584509
5000,73,0.580666
5000,73,0.581760
5000,74,0.579544
5000,74,0.581192
5000,74,0.578656
5000,74,0.580555
5000,74,0.589520
5000,75,0.585909
5000,75,0.581037
5000,75,0.578720
5000,75,0.577167
5000,75,0.583867
5000,76,0.578581
5000,76,0.578092
5000,76,0.580618
5000,76,0.580359
5000,76,0.578353
5000,77,0.575931
5000,77,0.573182
5000,77,0.577536
5000,77,0.578211
5000,77,0.577698
5000,78,0.577921
5000,78,0.570189
5000,78,0.574320
5000,78,0.576984
5000,78,0.576282
5000,79,0.570777
5000,79,0.564895
5000,79,0.558617
5000,79,0.571538
5000,79,0.568003
5000,80,0.570116
5000,80,0.562387
5000,80,0.573794
5000,80,0.570585
5000,80,0.564135
5000,81,0.562224
5000,81,0.571231
5000,81,0.580208
5000,81,0.567131
5000,81,0.568703
5000,82,0.564228
5000,82,0.568961
5000,82,0.576629
5000,82,0.575902
5000,82,0.574606
5000,83,0.575265
5000,83,0.569173
5000,83,0.579638
5000,83,0.574758
5000,83,0.577549
5000,84,0.579585
5000,84,0.574301
5000,84,0.579737
5000,84,0.579017
5000,84,0.580519
5000,85,0.566038
5000,85,0.596969
5000,85,0.575921
5000,85,0.572429
5000,85,0.568146
5000,86,0.578163
5000,86,0.570624
5000,86,0.564922
5000,86,0.569102
5000,86,0.568841
5000,87,0.577643
5000,87,0.558806
5000,87,0.577110
5000,87,0.566453
5000,87,0.568985
5000,88,0.572870
5000,88,0.575715
5000,88,0.570462
5000,88,0.567773
5000,88,0.583598
5000,89,0.586303
5000,89,0.577098
5000,89,0.576143
5000,89,0.579920
5000,89,0.596489
5000,90,0.577497
5000,90,0.583852
5000,90,0.569089
5000,90,0.566069
5000,90,0.561841
5000,91,0.580186
5000,91,0.570165
5000,91,0.563760
5000,91,0.574626
5000,91,0.578001
5000,92,0.582377
5000,92,0.568743
5000,92,0.568485
5000,92,0.568568
5000,92,0.576696
5000,93,0.569430
5000,93,0.567316
5000,93,0.589652
5000,93,0.576348
5000,93,0.577367
5000,94,0.568515
5000,94,0.568321
5000,94,0.572333
5000,94,0.562939
5000,94,0.563272
5000,95,0.564935
5000,95,0.564442
5000,95,0.562228
5000,95,0.574390
5000,95,0.579262
5000,96,0.589667
5000,96,0.580168
5000,96,0.583948
5000,96,0.595347
5000,96,0.586475
5000,97,0.589280
5000,97,0.585864
5000,97,0.579196
5000,97,0.581989
5000,97,0.584736
5000,98,0.588557
5000,98,0.582703
5000,98,0.579877
5000,98,0.588624
5000,98,0.587147
5000,99,0.584244
5000,99,0.589736
5000,99,0.579953
5000,99,0.579097
5000,99,0.582456
5000,100,0.577090
5000,100,0.577698
5000,100,0.580915
5000,100,0.586146
5000,100,0.574491
5000,101,0.587117
5000,101,0.582293
5000,101,0.585591
5000,101,0.580029
5000,101,0.580868
5000,102,0.586767
5000,102,0.582504
5000,102,0.583956
5000,102,0.576178
5000,102,0.588070
5000,103,0.573850
5000,103,0.585176
5000,103,0.585780
5000,103,0.574867
5000,103,0.586384
5000,104,0.579601
5000,104,0.587290
5000,104,0.593906
5000,104,0.581831
5000,104,0.584484
5000,105,0.592987
5000,105,0.588449
5000,105,0.579541
5000,105,0.589638
5000,105,0.591183
5000,106,0.595088
5000,106,0.588024
5000,106,0.585371
5000,106,0.582733
5000,106,0.583069
5000,107,0.584572
5000,107,0.592065
5000,107,0.584253
5000,107,0.574476
5000,107,0.585978
5000,108,0.578987
5000,108,0.582684
5000,108,0.568980
5000,108,0.577631
5000,108,0.571906
5000,109,0.582592
5000,109,0.574399
5000,109,0.575989
5000,109,0.576166
5000,109,0.578550
5000,110,0.575604
5000,110,0.581368
5000,110,0.574954
5000,110,0.575165
5000,110,0.577738
5000,111,0.573884
5000,111,0.579522
5000,111,0.575969
5000,111,0.581068
5000,111,0.587406
5000,112,0.574282
5000,112,0.585468
5000,112,0.582378
5000,112,0.584769
5000,112,0.587234
5000,113,0.570854
5000,113,0.569839
5000,113,0.574600
5000,113,0.571024
5000,113,0.576573
5000,114,0.575500
5000,114,0.578248
5000,114,0.571044
5000,114,0.580074
5000,114,0.576584
5000,115,0.583719
5000,115,0.588472
5000,115,0.574356
5000,115,0.574717
5000,115,0.591953
5000,116,0.581631
5000,116,0.573067
5000,116,0.581699
5000,116,0.567322
5000,116,0.584185
5000,117,0.578046
5000,117,0.578069
5000,117,0.585804
5000,117,0.578134
5000,117,0.582149
5000,118,0.565943
5000,118,0.582933
5000,118,0.579286
5000,118,0.588624
5000,118,0.589106
5000,119,0.589994
5000,119,0.578071
5000,119,0.576477
5000,119,0.578388
5000,119,0.577286
5000,120,0.582208
5000,120,0.580212
5000,120,0.581737
5000,120,0.598815
5000,120,0.573325
5000,121,0.569177
5000,121,0.572425
5000,121,0.578477
5000,121,0.573256
5000,121,0.588019
5000,122,0.574491
5000,122,0.581579
5000,122,0.564055
5000,122,0.583595
5000,122,0.570254
5000,123,0.580680
5000,123,0.583007
5000,123,0.580833
5000,123,0.575948
5000,123,0.578898
5000,124,0.577001
5000,124,0.583813
5000,124,0.575312
5000,124,0.575508
5000,124,0.572591
5000,125,0.576801
5000,125,0.576691
5000,125,0.575102
5000,125,0.577596
5000,125,0.561523
5000,126,0.557294
5000,126,0.575568
5000,126,0.578964
5000,126,0.573567
5000,126,0.567375
5000,127,0.574913
5000,127,0.578712
5000,127,0.560996
5000,127,0.581106
5000,127,0.569989
5000,128,0.575318
5000,128,0.589828
5000,128,0.589114
5000,128,0.583227
5000,128,0.603091
